,0,1,2
0,-0.3340857138669579,1.1316546386623525,-0.3454893744328164
1,-0.35222912604875595,1.134337078902977,-0.36999519349907306
2,-0.37072186813275404,1.1364316292387409,-0.3944142282626223
3,-0.38965670044151635,1.1376322947064663,-0.4184484852994213
4,-0.40914488165795054,1.1377086740361084,-0.4419225901214563
5,-0.42929829574326844,1.136485748131765,-0.4647817485940659
6,-0.45019944299075354,1.1338401904799706,-0.48705725211389245
7,-0.4718684592183752,1.129726266314341,-0.5088163536343807
8,-0.49423513437249644,1.12422055810849,-0.5301067062868078
9,-0.517134758353436,1.1175506093066603,-0.5509153374837266
10,-0.5403623173064028,1.1100642930483282,-0.5711815876981334
11,-0.5637774244228573,1.1021516558447886,-0.5908687942423261
12,-0.5873925396958328,1.0941772283005737,-0.6100403708545888
13,-0.6113983267683755,1.0864460213585303,-0.6288944019461634
14,-0.6361320807950518,1.07918904858187,-0.6477553045784161
15,-0.6620035873272921,1.0725615095350634,-0.6670332536379724
16,-0.6893949420454355,1.0666489539101784,-0.6871617177732675
17,-0.7185605759953693,1.061473422058831,-0.7085283947678185
18,-0.7495414297806815,1.057003720569346,-0.7314105753428002
19,-0.7820897710159579,1.0531805219519512,-0.7559135449914037
20,-0.815607028221442,1.0499546307812981,-0.7819043122201994
21,-0.8491266580591604,1.0473137178081326,-0.8089503813362922
22,-0.8814170219767568,1.0452638949787028,-0.8363249853675332
23,-0.9112389281222741,1.043777582739562,-0.8631526924897692
24,-0.937618624794092,1.0427704311395989,-0.8886462329663356
25,-0.9599701784086994,1.0421231431655893,-0.9122746573639589
26,-0.9781244884595666,1.0416891476817207,-0.9337917285710438
27,-0.9923781211817235,1.0412636317773003,-0.9531831001852873
28,-1.0034767648200755,1.0405692897426555,-0.970592024929057
29,-1.0124162440887432,1.0393076612891627,-0.9862423841874821
30,-1.0201477740267895,1.0372519978305126,-1.000368888416467
31,-1.0273605331426356,1.0343246444198415,-1.0131645632381046
32,-1.034404253493936,1.0306252915166776,-1.0247519990643523
33,-1.0413250689385998,1.0264044281539684,-1.0351813236712204
34,-1.0479658148477975,1.022000024612489,-1.0444488738436706
35,-1.0540748097074464,1.017768707285436,-1.0525215317854857
36,-1.0593862023147065,1.0140334919644565,-1.05935522457165
37,-1.0636642490635069,1.0110549369653827,-1.0649040044778637
38,-1.0667259076603688,1.0090190947184121,-1.0691237661624398
39,-1.0684714102771078,1.0080247786189178,-1.0719824928703852
40,-1.0689368616821298,1.008059906120082,-1.0734824562423404
41,-1.0683384878526168,1.008981079579037,-1.073680975200689
42,-1.0670600095258858,1.0105251792899381,-1.0726893288755746
43,-1.0655701099217345,1.0123658457959568,-1.0706414273501816
44,-1.0643053505378264,1.0141918295764574,-1.067644414446526
45,-1.0635620888437374,1.0157708708516002,-1.0637346768825906
46,-1.0634235294714043,1.0169790138529125,-1.0588566479021135
