"Frame","L5S1_MOMENT","",""
"Index","X","Y","Z"
"0"," -0.402036","  0.969096"," -0.446118"
"1"," -0.396341","  0.967180"," -0.440872"
"2"," -0.390584","  0.965148"," -0.435701"
"3"," -0.384687","  0.962959"," -0.430590"
"4"," -0.378556","  0.960567"," -0.425509"
"5"," -0.372086","  0.957931"," -0.420414"
"6"," -0.365165","  0.955013"," -0.415252"
"7"," -0.357680","  0.951786"," -0.409959"
"8"," -0.349524","  0.948238"," -0.404468"
"9"," -0.340600","  0.944376"," -0.398711"
"10"," -0.330829","  0.940233"," -0.392624"
"11"," -0.320153","  0.935865"," -0.386156"
"12"," -0.308541","  0.931357"," -0.379268"
"13"," -0.295992","  0.926821"," -0.371945"
"14"," -0.282533","  0.922394"," -0.364196"
"15"," -0.268230","  0.918235"," -0.356060"
"16"," -0.253177","  0.914518"," -0.347607"
"17"," -0.237506","  0.911424"," -0.338943"
"18"," -0.221380","  0.909130"," -0.330212"
"19"," -0.204990","  0.907796"," -0.321593"
"20"," -0.188557","  0.907552"," -0.313304"
"21"," -0.172321","  0.908482"," -0.305599"
"22"," -0.156545","  0.910618"," -0.298765"
"23"," -0.141503","  0.913930"," -0.293115"
"24"," -0.127480","  0.918328"," -0.288982"
"25"," -0.114767","  0.923667"," -0.286703"
"26"," -0.103659","  0.929757"," -0.286619"
"27"," -0.094451","  0.936374"," -0.289051"
"28"," -0.087433","  0.943271"," -0.294300"
"29"," -0.082886","  0.950189"," -0.302630"
"30"," -0.081076","  0.956866"," -0.314266"
"31"," -0.082249","  0.963042"," -0.329380"
"32"," -0.086624","  0.968464"," -0.348092"
"33"," -0.094387","  0.972890"," -0.370461"
"34"," -0.105687","  0.976087"," -0.396489"
"35"," -0.120632","  0.977839"," -0.426116"
"36"," -0.139290","  0.977940"," -0.459225"
"37"," -0.161682","  0.976206"," -0.495646"
"38"," -0.187793","  0.972471"," -0.535160"
"39"," -0.217563","  0.966600"," -0.577508"
"40"," -0.250900","  0.958489"," -0.622396"
"41"," -0.287680","  0.948075"," -0.669509"
"42"," -0.327754","  0.935340"," -0.718514"
"43"," -0.370952","  0.920304"," -0.769078"
"44"," -0.417091","  0.903027"," -0.820869"
"45"," -0.465977","  0.883603"," -0.873569"
"46"," -0.517412","  0.862147"," -0.926876"
"47"," -0.571194","  0.838790"," -0.980514"
"48"," -0.627123","  0.813670"," -1.034231"
"49"," -0.684997","  0.786924"," -1.087805"
"50"," -0.744618","  0.758674"," -1.141048"
"51"," -0.805792","  0.729028"," -1.193805"
