"Frame","L5S1_MOMENT","",""
"Index","X","Y","Z"
"0"," -0.464280","  0.971983"," -0.643869"
"1"," -0.454316","  0.967532"," -0.638341"
"2"," -0.443994","  0.963148"," -0.632590"
"3"," -0.433229","  0.958922"," -0.626548"
"4"," -0.421941","  0.954949"," -0.620150"
"5"," -0.410057","  0.951334"," -0.613337"
"6"," -0.397521","  0.948183"," -0.606066"
"7"," -0.384304","  0.945602"," -0.598315"
"8"," -0.370400","  0.943692"," -0.590087"
"9"," -0.355840","  0.942542"," -0.581418"
"10"," -0.340685","  0.942226"," -0.572376"
"11"," -0.325032","  0.942795"," -0.563067"
"12"," -0.309009","  0.944268"," -0.553636"
"13"," -0.292776","  0.946633"," -0.544259"
"14"," -0.276516","  0.949838"," -0.535146"
"15"," -0.260436","  0.953791"," -0.526533"
"16"," -0.244760","  0.958362"," -0.518674"
"17"," -0.229724","  0.963387"," -0.511834"
"18"," -0.215574","  0.968679"," -0.506284"
"19"," -0.202561","  0.974031"," -0.502290"
"20"," -0.190936","  0.979232"," -0.500106"
"21"," -0.180948","  0.984067"," -0.499974"
"22"," -0.172835","  0.988330"," -0.502111"
"23"," -0.166825","  0.991826"," -0.506710"
"24"," -0.163129","  0.994380"," -0.513936"
"25"," -0.161939","  0.995839"," -0.523923"
"26"," -0.163426","  0.996080"," -0.536774"
"27"," -0.167741","  0.995007"," -0.552557"
"28"," -0.175012","  0.992555"," -0.571310"
"29"," -0.185346","  0.988688"," -0.593037"
"30"," -0.198829","  0.983395"," -0.617707"
"31"," -0.215527","  0.976681"," -0.645259"
"32"," -0.235493","  0.968565"," -0.675600"
"33"," -0.258762","  0.959070"," -0.708609"
"34"," -0.285359","  0.948222"," -0.744144"
"35"," -0.315294","  0.936044"," -0.782041"
"36"," -0.348567","  0.922559"," -0.822126"
"37"," -0.385164","  0.907787"," -0.864214"
"38"," -0.425050","  0.891743"," -0.908113"
"39"," -0.468174","  0.874432"," -0.953630"
"40"," -0.514458","  0.855852"," -1.000569"
"41"," -0.563800","  0.835982"," -1.048736"
"42"," -0.616071","  0.814781"," -1.097943"
"43"," -0.671112","  0.792190"," -1.148005"
"44"," -0.728738","  0.768130"," -1.198744"
"45"," -0.788740","  0.742502"," -1.249990"
"46"," -0.850882","  0.715195"," -1.301575"
"47"," -0.914909","  0.686088"," -1.353342"
"48"," -0.980547","  0.655054"," -1.405135"
"49"," -1.047507","  0.621962"," -1.456801"
"50"," -1.115485","  0.586682"," -1.508194"
"51"," -1.184173","  0.549088"," -1.559171"
"52"," -1.253257","  0.509057"," -1.609593"
"53"," -1.322427","  0.466470"," -1.659332"
"54"," -1.391373","  0.421212"," -1.708262"
"55"," -1.459797","  0.373171"," -1.756266"
"56"," -1.527404","  0.322236"," -1.803227"
"57"," -1.593907","  0.268305"," -1.849028"
"58"," -1.659026","  0.211285"," -1.893544"
"59"," -1.722482","  0.151100"," -1.936638"
"60"," -1.784001","  0.087700"," -1.978158"
"61"," -1.843310","  0.021068"," -2.017936"
"62"," -1.900136"," -0.048767"," -2.055781"
"63"," -1.954203"," -0.121726"," -2.091484"
"64"," -2.005234"," -0.197667"," -2.124812"
"65"," -2.052952"," -0.276379"," -2.155514"
"66"," -2.097080"," -0.357574"," -2.183321"
"67"," -2.137346"," -0.440882"," -2.207954"
"68"," -2.173491"," -0.525845"," -2.229125"
"69"," -2.205273"," -0.611919"," -2.246546"
"70"," -2.232473"," -0.698475"," -2.259936"
"71"," -2.254904"," -0.784807"," -2.269031"
"72"," -2.272414"," -0.870144"," -2.273599"
"73"," -2.284896"," -0.953665"," -2.273447"
"74"," -2.292294"," -1.034520"," -2.268438"
"75"," -2.294597"," -1.111857"," -2.258504"
"76"," -2.291852"," -1.184852"," -2.243660"
"77"," -2.284157"," -1.252746"," -2.224014"
"78"," -2.271659"," -1.314879"," -2.199773"
"79"," -2.254553"," -1.370721"," -2.171256"
"80"," -2.233078"," -1.419896"," -2.138887"
"81"," -2.207511"," -1.462207"," -2.103192"
"82"," -2.178165"," -1.497641"," -2.064796"
"83"," -2.145383"," -1.526379"," -2.024401"
"84"," -2.109537"," -1.548791"," -1.982773"
"85"," -2.071016"," -1.565422"," -1.940715"
"86"," -2.030228"," -1.576975"," -1.899046"
"87"," -1.987584"," -1.584276"," -1.858569"
"88"," -1.943499"," -1.588247"," -1.820041"
"89"," -1.898375"," -1.589863"," -1.784143"
"90"," -1.852601"," -1.590111"," -1.751453"
"91"," -1.806537"," -1.589947"," -1.722413"
"92"," -1.760516"," -1.590248"," -1.697309"
"93"," -1.714829"," -1.591773"," -1.676243"
"94"," -1.669732"," -1.595115"," -1.659113"
"95"," -1.625436"," -1.600666"," -1.645598"
"96"," -1.582117"," -1.608577"," -1.635144"
"97"," -1.539917"," -1.618723"," -1.626954"
"98"," -1.498961"," -1.630674"," -1.619991"
"99"," -1.459371"," -1.643667"," -1.612981"
"100"," -1.421287"," -1.656591"," -1.604427"
"101"," -1.384886"," -1.667980"," -1.592629"
"102"," -1.350398"," -1.676025"," -1.575717"
"103"," -1.318114"," -1.678611"," -1.551699"
"104"," -1.288383"," -1.673379"," -1.518523"
"105"," -1.261590"," -1.657818"," -1.474150"
"106"," -1.238123"," -1.629386"," -1.416656"
"107"," -1.218322"," -1.585642"," -1.344332"
"108"," -1.202413"," -1.524408"," -1.255796"
"109"," -1.190442"," -1.443913"," -1.150097"
"110"," -1.182202"," -1.342950"," -1.026802"
"111"," -1.177172"," -1.221002"," -0.886055"
"112"," -1.174485"," -1.078345"," -0.728609"
"113"," -1.172912"," -0.916138"," -0.555829"
"114"," -1.170895"," -0.736466"," -0.369677"
"115"," -1.166615"," -0.542366"," -0.172678"
"116"," -1.158113"," -0.337810","  0.032115"
"117"," -1.143439"," -0.127649","  0.241161"
"118"," -1.120844","  0.082504","  0.450476"
"119"," -1.088981","  0.286440","  0.655680"
"120"," -1.047102","  0.477601","  0.852071"
"121"," -0.995221","  0.649393","  1.034720"
"122"," -0.934226","  0.795569","  1.198612"
"123"," -0.865916","  0.910678","  1.338838"
"124"," -0.792940","  0.990547","  1.450841"
"125"," -0.718649","  1.032782","  1.530712"
"126"," -0.646876","  1.037242","  1.575523"
"127"," -0.581642","  1.006415","  1.583641"
"128"," -0.526842","  0.945628","  1.555002"
"129"," -0.485914","  0.862966","  1.491252"
"130"," -0.461509","  0.768838","  1.395741"
"131"," -0.455174","  0.675153","  1.273320"
"132"," -0.467045","  0.594207","  1.129935"
"133"," -0.495654","  0.537492","  0.972028"
"134"," -0.537943","  0.514678","  0.805779"
"135"," -0.589658","  0.532926","  0.636299"
"136"," -0.646127","  0.596508","  0.467002"
"137"," -0.703257","  0.706571","  0.299439"
"138"," -0.758341","  0.860873","  0.133827"
"139"," -0.810254","  1.053562"," -0.029835"
"140"," -0.858935","  1.275186"," -0.190542"
"141"," -0.904406","  1.513227"," -0.345527"
"142"," -0.945857","  1.753177"," -0.490354"
"143"," -0.981209","  1.979991"," -0.619732"
"144"," -1.007234","  2.179555"," -0.728625"
"145"," -1.020058","  2.339866"," -0.813187"
"146"," -1.015765","  2.451766"," -0.871278"
"147"," -0.990885","  2.509235"," -0.902535"
"148"," -0.942722","  2.509373"," -0.908133"
"149"," -0.869521","  2.452160"," -0.890414"
"150"," -0.770548","  2.340106"," -0.852498"
"151"," -0.646110","  2.177798"," -0.797961"
"152"," -0.497564","  1.971376"," -0.730574"
"153"," -0.327283","  1.727950"," -0.654111"
"154"," -0.138598","  1.455005"," -0.572192"
"155","  0.064314","  1.159826"," -0.488160"
"156","  0.276581","  0.849030"," -0.404975"
"157","  0.492842","  0.528230"," -0.325135"
"158","  0.707465","  0.201888"," -0.250624"
"159","  0.914796"," -0.126644"," -0.182887"
"160","  1.109401"," -0.454904"," -0.122833"
"161","  1.286295"," -0.780961"," -0.070871"
"162","  1.441156"," -1.103002"," -0.026959"
"163","  1.570507"," -1.418960","  0.009345"
"164","  1.671896"," -1.726279","  0.038844"
"165","  1.744093"," -2.021907","  0.062713"
"166","  1.787335"," -2.302496","  0.082577"
"167","  1.803612"," -2.564715","  0.100617"
"168","  1.796797"," -2.805445","  0.119649"
"169","  1.772276"," -3.021677","  0.143044"
"170","  1.735674"," -3.210195","  0.174402"
"171","  1.690720"," -3.367497","  0.216930"
"172","  1.637188"," -3.490558","  0.272672"
"173","  1.570553"," -3.578556","  0.341798"
"174","  1.484518"," -3.634698","  0.422295"
"175","  1.375574"," -3.666651","  0.510289"
"176","  1.246755"," -3.684739","  0.600924"
"177","  1.107752"," -3.698636","  0.689413"
"178","  0.971129"," -3.714525","  0.771807"
"179","  0.847188"," -3.734263","  0.845276"
"180","  0.740674"," -3.756609","  0.907975"
"181","  0.650677"," -3.779284","  0.958744"
"182","  0.572839"," -3.800629","  0.996833"
"183","  0.502018"," -3.820310","  1.021793"
"184","  0.434121"," -3.839206","  1.033525"
"185","  0.366813"," -3.858835","  1.032378"
"186","  0.299423"," -3.880642","  1.019157"
"187","  0.232471"," -3.905374","  0.995016"
"188","  0.167086"," -3.932771","  0.961348"
"189","  0.104520"," -3.961634","  0.919733"
"190","  0.045807"," -3.990197","  0.871935"
"191"," -0.008372"," -4.016586","  0.819880"
"192"," -0.057682"," -4.039186","  0.765569"
"193"," -0.102049"," -4.056830","  0.710967"
"194"," -0.141568"," -4.068841","  0.657893"
"195"," -0.176419"," -4.074982","  0.607926"
"196"," -0.206828"," -4.075376","  0.562349"
"197"," -0.233046"," -4.070425","  0.522122"
"198"," -0.255342"," -4.060736","  0.487870"
"199"," -0.274009"," -4.047055","  0.459892"
"200"," -0.289364"," -4.030214","  0.438192"
"201"," -0.301747"," -4.011076","  0.422510"
"202"," -0.311509"," -3.990494","  0.412372"
"203"," -0.319008"," -3.969273","  0.407133"
"204"," -0.324592"," -3.948133","  0.406035"
"205"," -0.328594"," -3.927693","  0.408254"
"206"," -0.331320"," -3.908447","  0.412951"
"207"," -0.333043"," -3.890760","  0.419311"
"208"," -0.334001"," -3.874870","  0.426578"
"209"," -0.334393"," -3.860887","  0.434085"
"210"," -0.334383"," -3.848815","  0.441272"
"211"," -0.334099"," -3.838558","  0.447693"
"212"," -0.333642"," -3.829949","  0.453025"
"213"," -0.333084"," -3.822766","  0.457057"
"214"," -0.332474"," -3.816755","  0.459690"
"215"," -0.331841"," -3.811656","  0.460918"
"216"," -0.331201"," -3.807217","  0.460817"
"217"," -0.330557"," -3.803213","  0.459528"
"218"," -0.329904"," -3.799459","  0.457237"
"219"," -0.329236"," -3.795821","  0.454164"
"220"," -0.328541"," -3.792216","  0.450540"
"221"," -0.327812"," -3.788614","  0.446600"
"222"," -0.327041"," -3.785029","  0.442566"
