"Frame","L5S1_MOMENT","",""
"Index","X","Y","Z"
"0"," -0.334969","  1.012246"," -0.346741"
"1"," -0.333899","  1.013521"," -0.346326"
"2"," -0.333394","  1.014886"," -0.346406"
"3"," -0.333626","  1.016302"," -0.347117"
"4"," -0.334729","  1.017732"," -0.348575"
"5"," -0.336798","  1.019141"," -0.350862"
"6"," -0.339878","  1.020492"," -0.354034"
"7"," -0.343967","  1.021744"," -0.358111"
"8"," -0.349016","  1.022849"," -0.363086"
"9"," -0.354931","  1.023751"," -0.368924"
"10"," -0.361584","  1.024384"," -0.375566"
"11"," -0.368822","  1.024673"," -0.382936"
"12"," -0.376478","  1.024540"," -0.390949"
"13"," -0.384389","  1.023911"," -0.399514"
"14"," -0.392408","  1.022720"," -0.408548"
"15"," -0.400408","  1.020918"," -0.417979"
"16"," -0.408301","  1.018476"," -0.427756"
"17"," -0.416030","  1.015387"," -0.437850"
"18"," -0.423582","  1.011666"," -0.448257"
"19"," -0.430983","  1.007344"," -0.459008"
"20"," -0.438301","  1.002460"," -0.470160"
"21"," -0.445638","  0.997063"," -0.481801"
"22"," -0.453132","  0.991199"," -0.494041"
"23"," -0.460947","  0.984916"," -0.507012"
"24"," -0.469269","  0.978254"," -0.520856"
"25"," -0.478301","  0.971248"," -0.535723"
"26"," -0.488263","  0.963927"," -0.551764"
"27"," -0.499384","  0.956317"," -0.569122"
"28"," -0.511898","  0.948448"," -0.587933"
"29"," -0.526046","  0.940347"," -0.608316"
"30"," -0.542062","  0.932046"," -0.630370"
"31"," -0.560174","  0.923569"," -0.654171"
"32"," -0.580590","  0.914929"," -0.679762"
"33"," -0.603495","  0.906112"," -0.707152"
"34"," -0.629038","  0.897073"," -0.736310"
"35"," -0.657328","  0.887732"," -0.767165"
"36"," -0.688431","  0.877964"," -0.799608"
"37"," -0.722367","  0.867609"," -0.833488"
"38"," -0.759108","  0.856463"," -0.868622"
"39"," -0.798586","  0.844285"," -0.904792"
"40"," -0.840689","  0.830799"," -0.941758"
"41"," -0.885267","  0.815696"," -0.979257"
"42"," -0.932134","  0.798649"," -1.017013"
"43"," -0.981067","  0.779324"," -1.054746"
"44"," -1.031812","  0.757394"," -1.092176"
"45"," -1.084085","  0.732554"," -1.129031"
"46"," -1.137575","  0.704532"," -1.165055"
"47"," -1.191949","  0.673104"," -1.200007"
"48"," -1.246855","  0.638100"," -1.233665"
"49"," -1.301922","  0.599415"," -1.265826"
"50"," -1.356773","  0.557015"," -1.296306"
"51"," -1.411022","  0.510944"," -1.324941"
"52"," -1.464288","  0.461318"," -1.351587"
